ORIGEM 2,DESTINO 2,motivo_ajustado,Com que frequência você faz essa viagem?,A viagem foi realizada em qual período do dia?
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Madrugada (00h - 5h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohab,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Saúde ,Diariamente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Saúde ,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Semanalmente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohab,Outros,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Outros,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Serviços ,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Estudo,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Compras (Comércio),Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Compras (Comércio),Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Compras (Comércio),Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Outros,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Outros,1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Outros,1 a 2 vezes por semana,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Outros,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Saúde ,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Noite (18h - 00h)
São Luís - Cohama,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Cohama,Pinheiro ,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,Morros,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,Barreirinhas,Lazer / Turismo,Raramente,Madrugada (00h - 5h)
São Luís - Cohama,Barreirinhas ,Trabalho,Raramente,Madrugada (00h - 5h)
São Luís - Cohama,Piauí ,Outros,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Centro,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Cohama,São Luís - Cohama,Compras (Comércio),Raramente,Manhã (5h - 12h)
São Luís - Cohama ,São José de Ribamar,Lazer / Turismo,Raramente,Tarde (12h - 18h)
São Luís - Cohama ,São Luís - Bancaga,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama ,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Cohama ,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Cohama ,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luis - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luis - Zona Industrial,São Luís - Cohab,Estudo,Diariamente,Madrugada (00h - 5h)
São Luis - Zona Industrial,São Luís - Cohab,Trabalho,3 a 5 vezes por semana,Tarde (12h - 18h)
São Luis - Zona Industrial,São Luís - Cohama,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,Barreirinhas ,Outros,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,Paço do Lumiar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,Paço do Lumiar,Outros,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São José de Ribamar,Outros,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís  - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Bancaga,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Madrugada (00h - 5h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Saúde ,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Centro,Lazer / Turismo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Saúde ,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Estudo,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Outros,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Centro,Outros,2 a 3 vezes ao mês,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Saúde ,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Cohab,Estudo,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Compras (Comércio),1 a 2 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohama,Outros,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohama,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cohama,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Zona Industrial,Saúde ,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Zona Industrial,Estudo,Raramente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Zona Industrial,Estudo,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Zona Industrial,Lazer / Turismo,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Zona Industrial,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Zona Industrial,Estudo,Diariamente,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Zona Industrial,Trabalho,Semanalmente,Manhã (5h - 12h)
São Luís - Zona Industrial,Timon ,Estudo,Raramente,Manhã (5h - 12h)
São Luís - Zona Industrial,Bacabeira,Outros,2 a 3 vezes ao mês,Tarde (12h - 18h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Trabalho,Diariamente,Manhã (5h - 12h)
São Luís - Zona Industrial,São Luís - Cidade Operária,Estudo,Diariamente,Manhã (5h - 12h)
São Mateus ,São Luís - Centro,Saúde ,Raramente,Manhã (5h - 12h)
São Mateus ,São Luís - Zona Industrial,Trabalho,3 a 5 vezes por semana,Manhã (5h - 12h)
Sao Raimundo,São José de Ribamar,Trabalho,Diariamente,Manhã (5h - 12h)
Sao Raimundo,São Luís - Centro,Estudo,Diariamente,Noite (18h - 00h)
Sao Raimundo,São Luís - Cohab,Trabalho,Diariamente,Manhã (5h - 12h)
